0.180714, 51.575985,"Nando's Romfor... (Free trial)"
-1.412516, 53.413117,"Nando's Sheffiel... (Free trial)"
-1.497092, 53.368722,"Nando's Sheffiel... (Free trial)"
-1.474101, 53.381585,"Nando's Sheffiel... (Free trial)"
-1.414999, 53.401498,"Nando's Sheffiel... (Free trial)"
-0.229617, 51.506293,"Nando's Shepherds Bus... (Free trial)"
-2.740487, 52.703619,"Nando's Shrewsbur... (Free trial)"
-0.588105, 51.507488,"Nando's Sloug... (Free trial)"
-0.592519, 51.509604,"Nando's Slough/Queensmer... (Free trial)"
-0.131708, 51.514097,"Nando's Soh... (Free trial)"
-1.779418, 52.41239,"Nando's Solihul... (Free trial)"
-0.355594, 51.562688,"Nando's South Harro... (Free trial)"
-1.407211, 50.903588,"Nando's Southampto... (Free trial)"
0.710607, 51.539881,"Nando's Southen... (Free trial)"
-3.010523, 53.653114,"Nando's Southpor... (Free trial)"
-0.1034859, 51.503897,"Nando's Southwark Arche... (Free trial)"
-0.074375, 51.520825,"Nando's Spitalfield... (Free trial)"
-0.339792, 51.751425,"Nando's St Alban... (Free trial)"
-0.512409, 51.434382,"Nando's Staine... (Free trial)"
-0.109845, 51.50648,"Nando's Stamford Stree... (Free trial)"
-0.208594, 51.899793,"Nando's Stevenag... (Free trial)"
-2.151323, 53.413623,"Nando's Stockpor... (Free trial)"
-2.580313, 53.369506,"Nando's Stockton Heat... (Free trial)"
-0.080993, 51.561594,"Nando's Stoke Newingto... (Free trial)"
0.005185, 51.542425,"Nando's Stratfor... (Free trial)"
-0.127884, 51.434593,"Nando's Streatha... (Free trial)"
-0.10861, 51.568697,"Nando's Stroud Gree... (Free trial)"
-1.381094, 54.907804,"Nando's Sunderlan... (Free trial)"
-0.19199, 51.360088,"Nando's Sutto... (Free trial)"
-3.938889, 51.618913,"Nando's Swanse... (Free trial)"
-0.181424, 51.548,"Nando's Swiss Cottag... (Free trial)"
-0.332621, 51.426975,"Nando's Teddingto... (Free trial)"
1.392899, 51.359487,"Nando's Thane... (Free trial)"
-0.124125, 51.523916,"Nando's The Brunswic... (Free trial)"
0.001695, 51.501184,"Nando's The O... (Free trial)"
0.276009, 51.485975,"Nando's Thurroc... (Free trial)"
-0.165297, 51.43102,"Nando's Tootin... (Free trial)"
-0.476606, 51.545115,"Nando's Uxbridg... (Free trial)"
-0.141699, 51.493076,"Nando's Victori... (Free trial)"
-0.141617, 51.497411,"Nando's Victori... (Free trial)"
-1.506524, 53.678825,"Nando's Wakefiel... (Free trial)"
-0.420121, 51.385091,"Nando's Walton on Thame... (Free trial)"
-0.194204, 51.45541,"Nando's Wandswort... (Free trial)"
-2.594579, 53.390081,"Nando's Warringto... (Free trial)"
-0.399776, 51.657306,"Nando's Watfor... (Free trial)"
-0.3931738, 51.653624,"Nando's Watford Met Quarte... (Free trial)"
-0.291919, 51.553799,"Nando's Wemble... (Free trial)"
-0.255375, 51.553905,"Nando's Wembley Par... (Free trial)"
-0.192088, 51.552375,"Nando's West Hampstea... (Free trial)"
-0.223204, 51.507181,"Nando's Westfield Londo... (Free trial)"
-0.009263, 51.545914,"Nando's Westfield Stratford Cit... (Free trial)"
-0.055218, 51.520713,"Nando's Whitechape... (Free trial)"
-2.72207, 53.363817,"Nando's Widne... (Free trial)"
-0.201398, 51.4182,"Nando's Wimbledo... (Free trial)"
-0.608796, 51.483811,"Nando's Windso... (Free trial)"
-0.556814, 51.319505,"Nando's Wokin... (Free trial)"
-0.833965, 51.409753,"Nando's Wokingha... (Free trial)"
-2.124579, 52.585781,"Nando's Wolverhampto... (Free trial)"
-0.108725, 51.597016,"Nando's Wood Gree... (Free trial)"
0.0659233, 51.491735,"Nando's Woolwic... (Free trial)"
-2.218604, 52.189382,"Nando's Worceste... (Free trial)"
-2.989276, 53.045502,"Nando's Wrexha... (Free trial)"
-1.081494, 53.958224,"Nando's Yor... (Free trial)"
